,T1R1,T1R2,T2R1,T2R2,T3R1,T4R1,T4R2,T5R1,T5R2,T6R1,T6R2,T7R1,T7R2,T8R1,T8R2,T9R1,T9R2,T10R1,T10R2,T11R1,T11R2
AT5G40330,1.38788641,2.067332006,2.100742853,2.066651598,-0.551028286,-0.671417379,1.051853995,1.955725652,2.104894205,1.735801991,1.960898497,0.782068397,0.456394021,0.085477863,-0.531165872,1.992460137,1.80892795,0.779475418,0.777098187,1.680129242,1.610380448
AT5G40880,2.323180721,2.181100881,2.872790906,2.715486282,3.917741197,3.720900043,3.308193749,2.391824767,2.136258376,2.43997765,2.393339042,0.691870588,0.456394021,4.150872281,4.202188469,2.393665363,2.057748497,0.409106968,0.040132593,2.522064396,2.808319826
AT5G41020,4.173381898,4.216558015,4.038376972,3.95080327,0.34205651,-0.671417379,0.203857089,4.394957656,4.280094149,4.070640194,3.907393167,-2.677363222,-2.350960901,4.308701091,4.269992784,4.228163814,4.068421998,-0.556127614,0.570647309,0.34452621,1.492543958
AT5G41410,3.807661828,3.937759959,3.757855139,3.92155845,2.791363912,1.991547633,2.739909989,5.451721721,5.428406809,4.79728696,5.017549364,3.44503341,3.430398813,4.395724153,4.696883176,4.932016921,5.012405511,3.655181308,4.321418703,2.871072025,3.268871984
AT5G41920,3.177048215,3.686413885,2.948739759,2.965206335,2.663984605,2.788014239,3.239480999,3.968399482,3.646948115,3.665210023,3.618693878,3.44503341,3.610971058,3.501968959,3.88837302,3.414364355,3.633156691,3.011556895,3.099026282,2.666454305,2.83277287
AT5G42520,4.892618298,4.942809649,4.492002969,4.575424536,3.696899228,3.80970931,3.904296807,5.14065932,5.260657669,5.192283312,5.397225965,3.650563614,3.743556698,5.030638476,5.245990794,5.459879015,5.428824241,4.389176865,4.477537905,4.09686703,4.237163125
AT5G42630,0.078558352,0.187922147,0.833262542,-0.813766786,-1.036455113,-2.25637988,-2.118071006,-1.646310362,-1.232975433,-0.833040845,-1.555677029,-1.4549708,0.8189641,-1.409286829,-1.268131466,-0.793035352,-0.900023268,-0.090464042,-0.322437487,0.34452621,-0.602613275
AT5G42700,1.485733734,0.869392629,1.03257135,-0.025270891,-0.188458206,-0.671417379,0.203857089,0.069896672,0.120661521,0.304462679,0.318792089,0.261236234,-0.235483684,-1.409286829,-0.782704639,0.841680184,-0.352535473,-0.556127614,-0.322437487,1.566918631,1.147408472
AT5G42780,2.323180721,2.542150734,2.30719373,2.066651598,1.165178748,0.550975042,1.341360613,0.831736935,1.378459279,1.599918563,1.296765783,1.620317327,1.791997053,0.557546307,0.755715276,1.334076566,1.628355704,1.460945899,1.728188586,2.218995328,1.960322919
AT5G43170,-0.538113008,-0.254596089,-0.014734365,0.370657785,4.263668612,5.001007963,4.62339598,-1.283740283,-0.943468816,0.304462679,-0.477674517,5.918826535,5.632032674,3.835185126,3.951682411,-1.871037864,-0.693572391,2.270723484,1.824403902,2.255989535,2.166773797
AT5G43250,0.981261151,1.37886493,0.833262542,0.856084613,-1.773420707,0.550975042,-0.533108505,2.416699436,1.972138996,1.32615775,1.578178718,2.147065214,1.349478817,1.639076193,1.880260374,1.334076566,1.465626204,1.073922776,0.32963921,2.018297978,2.087702226
AT5G43270,4.26580283,4.239721048,4.202496352,4.48502481,1.499597787,0.065548215,1.341360613,3.917022123,3.710841731,3.787545566,4.059032815,1.229527374,1.845436312,5.304958689,5.003642789,3.438817399,3.161088246,1.201302083,1.514063781,0.475770743,0.461517062
AT5G43290,-1.275078603,-0.585801997,0.165837881,-0.572758686,-1.036455113,0.065548215,0.203857089,1.523614639,1.269524907,0.874778404,0.631949974,0.261236234,0.707932788,-3.283755947,-1.474582344,0.244439354,1.376816937,0.409106968,-0.322437487,-0.588359594,-1.254689972
AT5G43840,-2.123075509,-1.147680885,-3.92162496,-0.813766786,-3.358383208,-2.25637988,-2.118071006,-0.061347861,-0.702460717,-1.570006439,-1.555677029,-0.561886004,-0.235483684,-2.546790352,-5.175022062,1.779216097,1.589361573,0.666264807,1.262525014,1.624634129,0.982349226
AT5G44080,3.604844945,3.617348628,3.991264376,3.406281695,4.796434901,3.933444679,3.011212011,3.197386407,3.262435482,3.56840759,3.582737,1.927498837,1.73650194,3.519298838,3.679846321,3.584745978,3.554355123,2.149587046,1.824403902,2.638709314,2.706139431
AT5G44160,0.840398615,0.835041124,1.207658057,1.0843536,-0.188458206,-2.25637988,-2.118071006,0.500531026,0.120661521,1.799227371,1.055757683,1.714954201,2.041356522,1.108561476,1.164827941,0.740396849,0.825801769,1.494498459,1.514063781,0.906405098,0.795936101
AT5G44180,5.389467446,5.347983826,5.299962161,5.313641384,5.055244721,5.867741432,5.643480226,5.53643868,5.535208891,5.364667313,5.572460537,4.86437875,5.30009079,5.274664767,5.025876543,5.552428258,5.464279779,5.427680352,5.436261629,5.037017175,4.940770122
AT5G44190,6.945702769,7.122002411,7.648705141,7.518371508,8.823079673,9.112672127,9.242227421,5.904985917,5.66722051,6.904375521,7.103724306,8.431379017,8.256061112,5.033656667,5.14125947,7.368693248,7.338013953,8.4340439,8.73787244,7.49475705,7.393796015
AT5G44210,-0.197076091,-0.254596089,-0.014734365,-0.025270891,-1.773420707,-2.25637988,-2.118071006,0.301222218,0.45508056,0.389351577,0.889107814,0.381530467,1.193359615,-1.698793446,-2.00509706,0.573746979,0.608990379,0.606143815,1.393769547,1.834851837,1.147408472
AT5G44260,-1.637648682,-0.41071529,-2.33666246,0.370657785,-3.358383208,-0.671417379,-0.533108505,0.190190906,-0.496009839,-2.418003345,-3.14063953,-0.561886004,-1.12856848,-2.546790352,-2.36766714,-0.397106675,-0.208145563,-0.860982196,-0.807864314,-1.240436291,-0.361605176
AT5G45050,4.476837333,4.452940029,4.038376972,4.246437848,3.016656224,3.416045462,3.37378209,3.968399482,3.976477932,3.950066531,4.153981219,2.976079017,3.321464441,3.973631896,3.930886447,4.195051327,4.124050867,3.34157381,3.245247023,2.940893474,2.949182362
AT5G45260,3.951601177,4.024151183,3.044159324,3.527701496,2.474506806,2.872903137,2.836125304,4.042189743,4.100925303,4.018291774,4.09776521,3.205279828,3.162108681,3.869373812,3.722823394,4.080570652,4.003163359,3.090473952,3.313151087,2.693675774,2.567311726
AT5G45300,3.549349833,3.428668486,3.427103194,3.28904402,2.707705983,2.135937543,2.836125304,4.065970969,3.859194411,3.656673341,3.653776337,3.932431132,3.864976498,3.448694166,3.51497591,3.813905518,3.919173267,4.188546075,4.127595434,4.065950953,3.814472053
AT5G45420,4.384719131,4.42434256,4.508827591,4.612497969,5.113292007,5.038240869,4.937211429,4.870515263,4.916771686,4.812737657,4.823219878,4.225514311,4.527600972,5.222716939,5.317832558,4.728874979,4.861016461,3.465182892,2.598128046,3.544665825,3.764503594
AT5G45710,2.673937469,3.003033513,2.382155788,2.965206335,2.474506806,2.788014239,3.239480999,2.557561971,2.585784252,2.72767411,2.605314848,2.632492041,2.832260923,3.234569361,3.029549082,2.759937035,2.618705534,2.582936424,2.752850641,3.07114986,2.204741647
AT5G46350,-0.985571985,-1.452535466,-2.33666246,-2.688235904,0.101048411,-2.25637988,0.203857089,0.590728835,1.705624022,0.545470779,0.318792089,2.004460818,1.73650194,1.435062301,1.593162263,-0.18298187,0.154424516,0.832914677,1.514063781,0.906405098,0.330272529
AT5G46590,-0.197076091,-0.41071529,-0.751699959,0.119119018,-1.036455113,0.913545121,-0.533108505,1.37922473,1.479742614,0.751921656,-0.333284607,-0.355435127,-1.12856848,1.760638173,1.767492444,-1.134072269,-1.430537985,-2.626516942,-1.544829908,-1.725863118,-0.892119892
AT5G46690,4.371980019,4.297629626,4.629121825,4.491673186,2.707705983,3.471540574,3.764572043,3.649622524,3.905438595,3.434994242,3.222765201,4.027693125,4.035620152,2.270832905,2.340677777,3.92193314,4.032532211,4.258569283,4.146331997,4.431989051,3.838821914
AT5G46760,4.563425018,4.751172392,4.84324663,4.91909441,4.442516692,3.029022339,2.636816496,5.352078588,5.637389286,5.253006896,5.303685197,3.99033971,3.610971058,5.166080515,5.299697885,4.951975471,5.268359569,3.789647223,4.127595434,3.969017075,3.838821914
AT5G46830,-1.637648682,-0.785110805,0.165837881,1.0843536,-0.188458206,0.550975042,0.203857089,2.964187231,3.159341989,0.686333314,0.631949974,1.292263129,1.678786442,-3.283755947,-2.853093967,0.38530189,1.739387017,1.280373654,1.625095093,1.506797639,2.204741647
AT5G46880,3.191621017,2.865143156,3.176407123,3.226647483,2.422976506,2.498507622,2.739909989,2.822459121,2.56288385,2.660947996,2.981757102,2.771097279,2.66398944,1.574225049,0.707620988,2.883849639,3.021588833,3.28517464,3.019954711,2.894723293,2.83277287
AT5G47140,2.566223651,2.768340723,3.133657475,2.803617193,2.707705983,2.38747631,2.274246417,2.706206053,2.695131648,2.677921075,2.531785812,3.345004591,3.430398813,3.170200542,2.874826488,2.847780384,2.867142564,2.890758751,2.892575404,3.283125665,3.035987189
AT5G47220,-0.052686181,0.726788233,0.165837881,3.304230424,1.999168797,2.38747631,2.636816496,3.899481541,4.328418596,1.7678632,2.119888021,3.662486781,3.283245119,3.044170889,3.569811776,-0.18298187,1.907331654,2.364437918,2.079660957,1.444061884,2.312994538
AT5G47230,0.599390515,1.425785977,-1.599696865,4.458120627,-3.358383208,-0.671417379,0.689283916,2.391824767,2.980803858,1.88942518,2.042582295,0.866957295,1.845436312,3.067919492,2.78497987,0.088320152,1.014246858,1.494498459,1.262525014,0.810189782,1.610380448
AT5G47370,4.612988119,4.673105912,5.937909826,6.176981843,4.362715981,4.219353551,4.67634486,3.15366503,2.695131648,4.496082752,4.461750043,5.123536678,4.835566068,3.909358682,3.893756216,4.698817745,4.515880975,5.215204639,5.601526622,4.107026896,4.441780844
AT5G47390,4.671340357,4.803187408,4.761369623,5.25623215,4.059469307,3.235473216,3.904296807,4.222291749,4.388262454,4.570681341,4.807727702,4.580024621,4.511159824,3.275939796,3.596467408,5.132714271,4.993861618,5.300668416,5.366062618,5.367950556,5.323817507
AT5G47640,5.167864893,5.344935341,5.672699644,5.411550216,5.338584318,5.074536998,5.061838084,5.358512021,5.29927225,5.075451855,5.047537176,4.151302207,3.610971058,3.51065992,3.609612784,5.839385943,5.483016341,4.743298482,4.734393736,4.555835132,4.585413533
AT5G47660,3.16232671,3.010748478,3.826567889,3.578550637,2.908403333,2.601601115,2.926323113,3.182959336,3.128481026,3.099272348,3.07529787,1.095226282,1.273529964,3.296188479,3.328803676,2.785585622,2.883352791,1.16007942,1.262525014,1.733568501,1.492543958
AT5G48150,5.000011242,5.18536795,4.895358663,4.853506068,2.663984605,2.953073485,2.739909989,4.932197117,4.655091288,5.019956743,4.969626261,4.370669475,4.113925148,4.278486478,4.415564988,5.499165174,5.059532906,4.804771712,4.658110151,4.533409369,4.480986927
AT5G48250,2.213207879,1.927607243,2.100742853,1.792890786,6.774759005,6.859964081,7.079145687,6.154589538,6.19979843,3.254421997,3.035949202,4.288421063,4.49452915,4.542792541,4.310807247,3.933451725,4.130856045,4.704399936,4.401589052,5.207237357,5.159542228
AT5G48560,0.412977391,1.118213175,-2.33666246,-1.103273403,-1.036455113,-0.671417379,-0.533108505,0.301222218,0.120661521,1.041428273,2.094576932,0.595655273,1.791997053,1.872748539,1.511478465,1.225823676,1.282180063,0.779475418,-1.544829908,0.996602907,0.461517062
AT5G48670,0.078558352,-0.254596089,-1.114270038,-0.185735563,0.101048411,0.065548215,-0.533108505,0.190190906,0.641493684,0.469521925,0.22859428,2.077524281,1.193359615,1.506320984,1.619393805,-1.581531246,-0.693572391,0.261008329,1.514063781,1.081491804,0.795936101
AT5G49200,-4.445003604,-5.539998307,-1.599696865,-1.95127031,-1.036455113,-2.25637988,-0.533108505,-1.283740283,-1.232975433,-1.932576518,-1.266170412,-1.4549708,-1.613995307,1.760638173,1.619393805,-3.456000364,-4.600462986,-3.363482536,-1.544829908,-0.140900617,0.892151417
AT5G49300,0.912548401,1.17424721,1.363777259,1.704081519,1.165178748,1.203051738,1.341360613,1.274255171,1.663188756,1.368593016,1.932609453,0.782068397,1.018272909,2.767906173,3.133316968,1.401980631,1.232427028,-0.090464042,1.118135105,1.081491804,1.429808203
AT5G49330,1.663520853,1.354819456,3.942561184,3.603318542,4.403168025,4.982024859,5.021480346,3.660076882,4.20072591,3.309917109,3.022590819,1.714954201,1.555929695,3.355283227,3.263769791,0.841680184,2.028893634,0.477819718,0.32963921,0.906405098,1.665875561
AT5G49520,-0.052686181,0.688820383,0.470692462,1.876548715,-0.551028286,-0.671417379,1.051853995,0.500531026,0.351987067,1.368593016,1.382922427,0.1299917,0.587638554,4.237190061,4.396730582,0.841680184,0.89139011,-0.193557535,0.777098187,1.161662153,0.892151417
AT5G50570,-1.637648682,-1.452535466,-1.114270038,-1.465843482,-1.773420707,-0.671417379,0.689283916,-0.366202443,-1.595545513,-1.932576518,-1.918247108,0.381530467,1.018272909,0.745991397,0.439687782,-1.134072269,-1.793108064,0.666264807,0.570647309,0.596064977,0.025417948
AT5G50820,-0.538113008,0.187922147,0.722231229,0.771195715,0.548507388,1.203051738,0.689283916,-0.753225566,-0.010583012,0.469521925,0.483851335,-0.802894104,-1.12856848,-2.546790352,-3.590059561,0.168490501,-0.07690103,0.409106968,0.040132593,0.200136301,-0.602613275
AT5G50915,2.400486447,2.634927375,3.372995789,4.165593448,2.369537247,3.298208971,3.167331213,1.612423906,2.36528389,2.202583065,2.82129243,4.055086891,4.135538961,3.807238586,3.641961561,2.746939694,2.694157763,4.301853381,4.401589052,3.828725734,2.926639793
AT5G51190,-1.275078603,1.717389535,-0.751699959,4.444478019,-3.358383208,-2.25637988,-2.118071006,0.069896672,1.663188756,-0.096075251,1.382922427,-0.174862881,0.922057593,3.835185126,3.941321899,-3.456000364,-0.352535473,0.477819718,0.040132593,-0.347351495,1.492543958
AT5G51910,2.653028479,2.311750734,2.228122159,2.296657204,1.285472982,1.444059838,2.129856507,1.100923568,0.806552931,1.5268551,1.382922427,1.846198734,1.994813936,0.488833557,-0.317041067,2.359916571,0.757089018,1.921919683,2.296472346,2.638709314,2.679422093
AT5G51980,4.128643583,4.268965868,4.35914581,4.300448783,5.89191521,5.815082482,5.459357822,3.690992959,3.896307584,3.984582413,3.809673346,4.859207795,4.855239487,4.145302023,4.070530644,3.801387478,3.82160178,4.287569155,4.417102051,4.502955573,4.761322346
AT5G52010,4.391046751,4.706742291,4.574230067,4.504878725,4.826492135,4.313475728,4.389723634,4.843250923,5.021265854,4.193759215,4.271577451,3.564222765,3.671406912,4.041174636,4.210840339,4.873422267,5.132552336,3.669940465,3.690386554,3.386837015,3.603291024
AT5G52510,3.658284204,3.815352789,4.038376972,4.097489002,3.241529634,2.498507622,2.739909989,3.993417942,4.084939599,3.682133326,3.591810584,2.451919795,2.884255561,4.183849603,4.121894145,4.101144192,4.103440587,2.976367467,2.800944929,3.483590248,3.405560656
AT5G52660,2.793401135,2.898793545,2.819842026,3.210617373,4.025321085,4.485087106,4.421087805,3.197386407,3.233724186,2.925404477,3.138584114,3.614191224,3.743556698,2.767906173,3.114996785,3.56266348,3.359538946,4.263443258,4.696756079,4.251416806,4.360019873
AT5G52830,-0.197076091,0.609748812,-0.221185242,0.250363552,-1.773420707,0.065548215,-0.533108505,0.972599471,0.551295876,0.469521925,0.631949974,-0.355435127,-0.029032806,-0.781255606,-0.651460106,-0.397106675,0.684939233,-0.700517523,-3.129792409,-1.725863118,-1.740116799
AT5G53200,-0.744563886,-1.452535466,0.470692462,0.250363552,0.548507388,-2.25637988,-0.533108505,-1.646310362,-0.154972921,-1.280499822,-1.918247108,-0.355435127,-3.935923402,-2.061363525,-5.175022062,-0.953500024,-1.141031368,-1.778520035,-1.544829908,-1.725863118,-0.361605176
AT5G53210,3.419182541,3.107460119,3.197316112,3.447900784,4.278241413,3.933444679,3.714819008,2.175691336,2.197012407,2.43997765,2.675277406,2.077524281,2.213823718,-0.620790934,0.034431304,2.871926471,3.006867328,2.519160513,2.424796443,2.327248219,2.507810715
AT5G53290,0.078558352,-0.182446303,0.601936996,0.481689098,-3.358383208,-2.25637988,-2.118071006,1.523614639,1.619467378,1.7678632,1.296765783,-0.561886004,-0.476491783,3.902771022,4.112690318,1.753453001,1.84248051,-0.700517523,-3.129792409,0.596064977,0.982349226
AT5G53660,-1.637648682,-1.147680885,-2.33666246,-2.688235904,-3.358383208,-2.25637988,-0.533108505,-0.061347861,-0.010583012,0.118049555,-0.818711435,-1.4549708,-2.350960901,-2.061363525,-0.927094548,-0.793035352,-0.352535473,-1.778520035,-3.129792409,-1.240436291,-1.740116799
AT5G53950,-0.052686181,-0.182446303,-0.221185242,-0.025270891,-3.358383208,-2.25637988,-0.533108505,-1.646310362,-0.702460717,-0.216369484,-0.638139189,-4.262325722,-3.935923402,-1.409286829,-1.268131466,-0.397106675,-0.208145563,-3.363482536,-3.129792409,-4.047791213,-2.477082393
AT5G54680,5.839242146,5.812596924,6.20378851,6.027154156,6.336845084,6.317267307,6.153392022,5.558959255,5.526357974,5.714367853,5.810645185,6.115969134,5.879459894,5.757903205,5.931540879,5.69966118,5.744942261,5.886815882,5.878636213,5.942312751,5.925219118
AT5G56270,3.006207508,3.056191449,2.70773166,2.824833679,0.889544306,-0.671417379,-0.533108505,3.607030648,3.657795497,3.71539578,3.536492815,2.004460818,2.213823718,3.611061817,3.521945464,3.093463455,3.481686055,2.062782218,2.227759596,2.255989535,1.820598156
AT5G56780,3.101890856,3.184515546,1.961018089,2.202535027,1.595813103,0.913545121,1.582368712,2.054129356,2.040043061,2.105558611,2.240182254,1.095226282,1.555929695,1.872748539,1.593162263,2.118908472,2.086037541,1.590713774,1.514063781,1.9745766,1.492543958
AT5G56840,-0.985571985,-1.147680885,-2.33666246,-0.025270891,0.729079633,0.913545121,1.051853995,-0.753225566,-1.232975433,-1.039491722,0.559800189,-1.4549708,-1.12856848,-0.961827852,-1.087559221,-2.233607943,-0.900023268,-1.778520035,-1.544829908,-1.725863118,-2.477082393
AT5G56860,4.63448118,4.95685547,4.796051463,4.943547454,5.683275944,5.056503075,4.824443499,4.401203099,4.671241028,4.096118915,4.110448325,3.068591156,2.858492465,2.95783004,2.78497987,5.063635889,4.802549037,3.236430306,3.947023188,2.746624654,3.097826443
AT5G57150,2.989624624,2.795392047,4.072728477,4.451315449,4.578254731,4.92352921,4.958744591,4.2152197,4.140131385,3.921846657,4.153981219,3.80913664,3.715128289,4.029127009,3.822157419,3.454892162,3.238740802,3.294728947,3.556708119,3.419814337,3.560006926
AT5G57390,2.241496923,1.558033776,2.268199599,2.715486282,1.686010912,1.203051738,1.582368712,1.921374147,2.072832996,2.001535546,2.45430706,1.887421397,1.349478817,3.114275127,3.195665345,1.804527186,2.141004,1.651467805,2.15560981,2.61042027,2.706139431
AT5G57620,0.078558352,-0.182446303,-1.114270038,-0.572758686,-3.358383208,0.065548215,0.203857089,-0.366202443,-0.702460717,0.932493902,0.403680987,0.595655273,1.994813936,-0.781255606,-1.268131466,0.003431254,0.353733324,0.18083798,0.040132593,-0.588359594,-0.602613275
AT5G57660,6.612311274,6.906826533,7.223670375,7.370206873,8.500763288,8.45184185,8.699712116,5.570089069,5.50248657,6.219346065,6.539426912,6.509988852,6.352942672,4.395724153,4.564758548,6.81195672,6.79988281,7.107176338,7.261451181,6.921595309,6.955459507
